book_id,user_id,rating,title,description,image
1,2,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,3,3,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,5,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,10,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,11,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,19,0,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,23,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,27,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,34,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,36,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,50,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,51,3,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,55,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,62,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,70,3,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,86,1,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,95,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,95,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,96,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,96,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,99,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,102,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,111,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,111,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,117,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,124,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,127,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,145,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,153,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,158,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,163,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,165,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,168,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,169,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,171,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,172,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,188,3,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,192,3,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,195,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
